genus1,genus2,locus1,locus2,overlap_count,overlap
Habritys,Idarnes,L483,L484,1,G
Idarnes,Ormyrulus,L396,L396,1,G
Idarnes,Pseudidarnes,L359,L362,2,B H
Idarnes,Pseudidarnes,L1006,L1006,1,G
Idarnes,Pseudidarnes,L1022,L1022,1,G
Idarnes,Pseudidarnes,L362,L362,2,B G
Idarnes,Pseudidarnes,L421,L421,1,B
Idarnes,Pseudidarnes,L928,L928,1,G
Idarnes,Pseudidarnes,L995,L995,1,G
Idarnes,Pseudidarnes,L363,L363,1,G
Idarnes,Pseudidarnes,L768,L768,1,G
Idarnes,Sycophaga,L304,L304,1,G
Idarnes,Sycophaga,L359,L362,1,H
Idarnes,Sycophaga,L419,L419,1,G
Idarnes,Sycophaga,L768,L768,1,G
Cynipencyrtus,Idarnotorymus,L501,L502,1,G
Idarnotorymus,Microdontomerus,L482,L482,1,G
Idarnotorymus,Microdontomerus,L80,L80,1,G
Idarnotorymus,Microdontomerus,L765,L766,1,H
Idarnotorymus,Microdontomerus,L770,L771,1,G
Idarnotorymus,Microdontomerus,L80,L81,1,G
Idarnotorymus,Microdontomerus,L231,L231,1,G
Idarnotorymus,Microdontomerus,L359,L359,1,G
Idarnotorymus,Neotriadomerus,L423,L424,1,H
Idarnotorymus,Neotriadomerus,L145,L146,1,D
Idarnotorymus,Neotriadomerus,L297,L297,1,D
Idarnotorymus,Ormyrulus,L112,L112,1,G
Idarnotorymus,Palachia,L466,L468,1,D
Idarnotorymus,Palachia,L466,L466,1,D
Idarnotorymus,Palachia,L362,L362,1,H
Idarnotorymus,Plutothrix,L500,L501,1,G
Idarnotorymus,Plutothrix,L397,L397,1,G
Idarnotorymus,Poropoea,L561,L561,1,D
Idarnotorymus,Proarescon,L355,L356,1,G
Idarnotorymus,Proarescon,L354,L356,1,G
Idarnotorymus,Proarescon,L356,L356,2,A G
Idarnotorymus,Proarescon,L436,L437,1,G
Idarnotorymus,Watshamia,L809,L809,1,G
Enoggera,Idioporus,L346,L346,1,H
Foersterella,Idioporus,L421,L422,1,G
Idioporus,Platykula,L725,L725,1,G
Ischiodasys,Micradelus,L586,L586,1,G
Belyta,Ismarus,L241,L242,1,G
Belyta,Ismarus,L242,L242,1,G
Belyta,Ismarus,L419,L419,1,G
Ismarus,Nepistenia,L362,L362,1,G
Halticoptera,Josephiella,L511,L826,1,H
Josephiella,Metapelma,L134,L986,1,G
Josephiella,Micradelus,L826,L971,1,H
Josephiella,Nepistenia,L304,L304,1,G
Josephiella,Netomocera,L359,L359,1,G
Josephiella,Odontofroggatia,L243,L244,1,G
Josephiella,Odontofroggatia,L244,L245,1,G
Josephiella,Odontofroggatia,L384,L385,2,G H
Josephiella,Odontofroggatia,L628,L629,1,G
Josephiella,Odontofroggatia,L854,L855,1,G
Josephiella,Odontofroggatia,L244,L244,1,G
Josephiella,Odontofroggatia,L362,L362,2,G H
Josephiella,Odontofroggatia,L420,L420,1,G
Josephiella,Odontofroggatia,L501,L501,2,G H
Josephiella,Odontofroggatia,L629,L629,1,G
Josephiella,Odontofroggatia,L753,L753,1,G
Josephiella,Odontofroggatia,L855,L855,2,B G
Josephiella,Odontofroggatia,L920,L920,1,G
Josephiella,Odontofroggatia,L938,L938,1,G
Josephiella,Odontofroggatia,L955,L955,1,G
Josephiella,Ooencyrtus,L900,L986,1,G
Josephiella,Perilampus,L501,L818,1,H
Josephiella,Plutothrix,L951,L951,1,G
Kapala,Orasema,L571,L572,1,H
Kapala,Perilampus,L571,L572,1,H
Kapala,Pseudometagea,L216,L217,1,H
Kapala,Pseudometagea,L421,L422,1,G
Kapala,Pseudometagea,L441,L442,1,H
Kapala,Pseudometagea,L493,L494,2,G H
Kapala,Pseudometagea,L551,L552,2,A H
Kapala,Pseudometagea,L67,L68,1,H
Kapala,Pseudometagea,L805,L806,1,H
Kapala,Pseudometagea,L421,L421,1,H
Kapala,Pseudometagea,L600,L600,1,H
Kapala,Pseudometagea,L604,L604,1,G
Kapala,Pseudometagea,L68,L68,1,H
Kapala,Pseudometagea,L454,L455,1,H
Kapala,Pseudometagea,L483,L484,1,G
Kapala,Pseudometagea,L80,L81,1,H
Kapala,Pseudometagea,L1022,L1022,1,G
Kapala,Pseudometagea,L217,L217,1,H
Kapala,Pseudometagea,L627,L627,1,G
Kapala,Schizaspidia,L222,L223,1,H
Kapala,Schizaspidia,L589,L589,2,B G
Kapala,Schizaspidia,L421,L422,1,G
Kapala,Schizaspidia,L223,L223,1,H
Kapala,Schizaspidia,L264,L264,3,B G H
Kapala,Schizaspidia,L421,L421,1,G
Kapala,Schizaspidia,L831,L831,1,H
Kapala,Schizaspidia,L952,L952,1,H
Acanthochalcis,Keirana,L699,L699,1,G
Agamerion,Keirana,L161,L162,1,G
Agamerion,Keirana,L199,L199,1,G
Boucekius,Keirana,L851,L851,1,G
Callocleonymus,Keirana,L241,L242,1,A
Cyrtogaster,Keirana,L359,L362,1,H
Epitranus,Keirana,L439,L440,1,G
Euryischomyia,Keirana,L537,L539,1,A
Eusandalum,Keirana,L937,L937,1,G
Grooca,Keirana,L925,L926,1,G
Habritys,Keirana,L46,L47,1,G
Habritys,Keirana,L617,L618,1,G
Hetreulophus,Keirana,L420,L422,1,H
Hetreulophus,Keirana,L337,L337,1,OOPS
Keirana,Lanthanomyia,L47,L48,1,G
Keirana,Lelaps,L759,L760,1,H
Keirana,Metapelma,L392,L392,1,G
Keirana,Moranila,L506,L506,1,G
Keirana,Neapterolelaps,L313,L313,1,G
Keirana,Neapterolelaps,L768,L768,1,G
Keirana,Neapterolelaps,L926,L926,1,G
Keirana,Neapterolelaps,L569,L569,1,G
Keirana,Ogloblinisca,L618,L618,1,G
Keirana,Omphalodipara,L627,L627,1,G
Keirana,Ormyromorpha,L46,L47,1,G
Keirana,Ormyromorpha,L500,L501,1,G
Keirana,Parepistenia,L420,L422,1,H
Keirana,Plutothrix,L502,L503,1,H
Keirana,Plutothrix,L503,L503,1,H
Keirana,Premiscogaster,L432,L432,1,G
Keirana,Proshizonotus,L260,L261,1,G
Keirana,Proshizonotus,L260,L260,1,G
Keirana,Pteromalus,L617,L618,1,G
Keirana,Rivasia,L112,L112,1,G
Keirana,Rivasia,L745,L745,1,H
Keirana,Rivasia,L264,L264,1,G
Keirana,Tetracampe,L47,L48,1,G
Keirana,Yrka,L3,L3,1,G
Keirana,Zeala,L502,L502,1,G
Keirana,Zolotarewskya,L495,L495,1,G
Boucekius,Krombeinius,L1021,L1021,1,G
Euperilampus,Krombeinius,L285,L285,1,G
Krombeinius,Perilampus,L526,L527,1,A
Krombeinius,Perilampus,L580,L581,1,G
Krombeinius,Perilampus,L1035,L1035,1,G
Krombeinius,Perilampus,L56,L56,1,G
Krombeinius,Perilampus,L47,L48,1,H
Krombeinius,Perilampus,L778,L779,1,D
Krombeinius,Perilampus,L778,L778,1,D
Krombeinius,Steffanolampus,L167,L168,1,A
Krombeinius,Steffanolampus,L197,L198,1,G
Krombeinius,Steffanolampus,L414,L415,1,G
Krombeinius,Steffanolampus,L444,L445,1,G
Krombeinius,Steffanolampus,L547,L548,1,A
Krombeinius,Steffanolampus,L578,L579,1,A
Krombeinius,Steffanolampus,L63,L64,1,A
Krombeinius,Steffanolampus,L688,L689,1,H
Krombeinius,Steffanolampus,L866,L867,1,H
Krombeinius,Steffanolampus,L167,L167,1,G
Krombeinius,Steffanolampus,L177,L177,1,D
Krombeinius,Steffanolampus,L197,L197,1,G
Krombeinius,Steffanolampus,L363,L363,1,G
Krombeinius,Steffanolampus,L445,L445,1,G
Krombeinius,Steffanolampus,L554,L554,1,A
Krombeinius,Steffanolampus,L618,L618,1,D
Krombeinius,Steffanolampus,L713,L713,1,H
Krombeinius,Steffanolampus,L867,L867,1,G
Krombeinius,Steffanolampus,L1042,L1043,1,G
Krombeinius,Steffanolampus,L47,L48,1,H
Cynipencyrtus,Lambdobregma,L501,L502,1,G
Eopelma,Lambdobregma,L370,L371,1,G
Eopelma,Lambdobregma,L371,L371,1,G
Idarnotorymus,Lambdobregma,L281,L282,1,A
Idarnotorymus,Lambdobregma,L749,L750,1,G
Idarnotorymus,Lambdobregma,L98,L99,1,D
Idarnotorymus,Lambdobregma,L98,L98,1,D
Ischiodasys,Lambdobregma,L573,L574,1,A
Ischiodasys,Lambdobregma,L573,L573,1,D
Lambdobregma,Metapelma,L914,L915,1,G
Lambdobregma,Microdontomerus,L364,L365,1,H
Lambdobregma,Plutothrix,L500,L501,1,G
Lambdobregma,Zdenekius,L623,L624,1,G
Bootanomyia,Lanthanomyia,L359,L362,1,A
Epistenia,Lanthanomyia,L920,L920,1,G
Erotolepsia,Lanthanomyia,L1,L1,1,G
Euryischia,Lanthanomyia,L501,L502,1,G
Lanthanomyia,Lelapsomorpha,L233,L234,1,H
Lanthanomyia,Lelapsomorpha,L432,L432,1,G
Lanthanomyia,Lelapsomorpha,L481,L481,1,H
Lanthanomyia,Liepara,L492,L492,1,H
Lanthanomyia,Liepara,L920,L920,1,H
Lanthanomyia,Neapterolelaps,L338,L339,1,G
Lanthanomyia,Neapterolelaps,L338,L338,1,G
Lanthanomyia,Neapterolelaps,L753,L753,1,G
Lanthanomyia,Notanisus,L236,L236,1,H
Lanthanomyia,Ormocerus,L397,L397,1,G
Lanthanomyia,Ormocerus,L502,L502,1,G
Lanthanomyia,Ormocerus,L569,L569,1,G
Lanthanomyia,Ormyromorpha,L233,L234,1,G
Lanthanomyia,Ormyromorpha,L366,L367,1,G
Lanthanomyia,Ormyromorpha,L480,L481,1,G
Lanthanomyia,Ormyromorpha,L709,L710,1,B
Lanthanomyia,Ormyromorpha,L366,L366,1,G
Lanthanomyia,Ormyromorpha,L338,L339,1,G
Lanthanomyia,Plutothrix,L158,L159,1,H
Lanthanomyia,Proshizonotus,L1004,L1004,1,H
Lanthanomyia,Proshizonotus,L420,L420,1,H
Lanthanomyia,Spalangiopelta,L264,L264,1,G
Lanthanomyia,Tineobius,L500,L500,1,G
Lanthanomyia,Yrka,L3,L3,1,G
Lanthanomyia,Yrka,L892,L892,1,D
Lanthanomyia,Zeala,L937,L937,1,G
Lanthanomyia,Zeala,L338,L339,1,G
Austrophotismus,Lasiochalcidia,L562,L564,1,G
Heydenia,Lasiochalcidia,L562,L564,1,G
Lasiochalcidia,Metaphycus,L211,L211,2,C D
Lasiochalcidia,Metaphycus,L443,L444,1,A
Lasiochalcidia,Metaphycus,L443,L443,1,D
Lasiochalcidia,Metaphycus,L658,L658,1,D
Lasiochalcidia,Metaphycus,L211,L212,1,A
Lasiochalcidia,Metaphycus,L236,L236,1,D
Lasiochalcidia,Monacon,L986,L995,1,H
Lasiochalcidia,Neochalcis,L537,L540,1,H
Lasiochalcidia,Neochalcis,L719,L720,1,H
Lasiochalcidia,Neochalcis,L451,L451,1,G
Lasiochalcidia,Neochalcis,L524,L524,1,G
Lasiochalcidia,Neochalcis,L720,L720,1,H
Lasiochalcidia,Psilochalcis,L100,L101,1,A
Lasiochalcidia,Psilochalcis,L1018,L1019,2,A G
Lasiochalcidia,Psilochalcis,L145,L146,2,A G
Lasiochalcidia,Psilochalcis,L175,L176,1,G
Lasiochalcidia,Psilochalcis,L232,L233,2,A G
Lasiochalcidia,Psilochalcis,L235,L236,1,A
Lasiochalcidia,Psilochalcis,L370,L371,1,A
Lasiochalcidia,Psilochalcis,L37,L38,1,G
Lasiochalcidia,Psilochalcis,L414,L415,2,G H
Lasiochalcidia,Psilochalcis,L420,L421,1,G
Lasiochalcidia,Psilochalcis,L46,L47,1,H
Lasiochalcidia,Psilochalcis,L47,L48,1,G
Lasiochalcidia,Psilochalcis,L647,L648,1,G
Lasiochalcidia,Psilochalcis,L662,L663,2,A G
Lasiochalcidia,Psilochalcis,L685,L686,1,G
Lasiochalcidia,Psilochalcis,L701,L702,2,G H
Lasiochalcidia,Psilochalcis,L719,L720,1,G
Lasiochalcidia,Psilochalcis,L73,L74,1,G
Lasiochalcidia,Psilochalcis,L80,L81,1,A
Lasiochalcidia,Psilochalcis,L849,L850,1,G
Lasiochalcidia,Psilochalcis,L896,L897,2,A G
Lasiochalcidia,Psilochalcis,L921,L922,1,A
Lasiochalcidia,Psilochalcis,L927,L928,2,A G
Lasiochalcidia,Psilochalcis,L227,L227,1,H
Lasiochalcidia,Psilochalcis,L231,L231,1,G
Lasiochalcidia,Psilochalcis,L236,L236,1,G
Lasiochalcidia,Psilochalcis,L29,L29,1,G
Lasiochalcidia,Psilochalcis,L304,L304,2,G H
Lasiochalcidia,Psilochalcis,L370,L370,1,G
Lasiochalcidia,Psilochalcis,L407,L407,1,G
Lasiochalcidia,Psilochalcis,L419,L419,1,G
Lasiochalcidia,Psilochalcis,L420,L420,1,G
Lasiochalcidia,Psilochalcis,L44,L44,1,G
Lasiochalcidia,Psilochalcis,L45,L45,2,B G
Lasiochalcidia,Psilochalcis,L478,L478,1,G
Lasiochalcidia,Psilochalcis,L47,L47,1,G
Lasiochalcidia,Psilochalcis,L482,L482,2,A G
Lasiochalcidia,Psilochalcis,L48,L48,1,G
Lasiochalcidia,Psilochalcis,L516,L516,2,A G
Lasiochalcidia,Psilochalcis,L517,L517,1,G
Lasiochalcidia,Psilochalcis,L551,L551,1,H
Lasiochalcidia,Psilochalcis,L552,L552,1,G
Lasiochalcidia,Psilochalcis,L572,L572,1,G
Lasiochalcidia,Psilochalcis,L587,L587,1,G
Lasiochalcidia,Psilochalcis,L595,L595,1,G
Lasiochalcidia,Psilochalcis,L657,L657,1,G
Lasiochalcidia,Psilochalcis,L662,L662,2,A G
Lasiochalcidia,Psilochalcis,L663,L663,1,A
Lasiochalcidia,Psilochalcis,L664,L664,1,G
Lasiochalcidia,Psilochalcis,L701,L701,1,H
Lasiochalcidia,Psilochalcis,L708,L708,1,G
Lasiochalcidia,Psilochalcis,L768,L768,1,G
Lasiochalcidia,Psilochalcis,L771,L771,2,B G
Lasiochalcidia,Psilochalcis,L896,L896,1,G
Lasiochalcidia,Psilochalcis,L920,L920,1,G
Lasiochalcidia,Psilochalcis,L951,L951,1,G
Lasiochalcidia,Psilochalcis,L664,L665,1,A
Lasiochalcidia,Psilochalcis,L666,L667,1,A
Lasiochalcidia,Psilochalcis,L763,L764,1,G
Lasiochalcidia,Psilochalcis,L1042,L1042,1,G
Leiosema,Orasema,L133,L134,1,H
Leiosema,Orasema,L222,L223,2,A G
Leiosema,Orasema,L324,L325,1,G
Leiosema,Orasema,L39,L40,1,H
Leiosema,Orasema,L437,L438,1,G
Leiosema,Orasema,L505,L506,1,G
Leiosema,Orasema,L610,L611,1,H
Leiosema,Orasema,L75,L76,1,G
Leiosema,Orasema,L996,L997,1,B
Leiosema,Orasema,L223,L223,1,G
Leiosema,Orasema,L324,L324,1,G
Leiosema,Orasema,L40,L40,2,G H
Leiosema,Orasema,L437,L437,1,G
Leiosema,Orasema,L611,L611,1,H
Leiosema,Orasema,L691,L691,2,G H
Leiosema,Orasema,L70,L70,1,H
Leiosema,Orasema,L820,L820,1,G
Leiosema,Orasema,L690,L691,1,H
Leiosema,Orasema,L1008,L1008,1,G
Leiosema,Orasema,L688,L688,1,G
Leiosema,Orasema,L910,L910,1,A
Leiosema,Pseudometagea,L461,L462,1,G
Leiosema,Psilocharis,L18,L19,1,G
Leiosema,Psilocharis,L627,L627,1,G
Leiosema,Timioderus,L421,L422,1,G
Leiosema,Timioderus,L441,L442,1,D
Leiosema,Timioderus,L565,L566,2,A G
Leiosema,Timioderus,L820,L821,1,G
Leiosema,Timioderus,L971,L972,1,G
Leiosema,Timioderus,L184,L184,1,G
Leiosema,Timioderus,L441,L441,1,D
Leiosema,Timioderus,L524,L524,2,B G
Leiosema,Timioderus,L694,L694,1,G
Leiosema,Timioderus,L755,L755,1,G
Leiosema,Timioderus,L971,L971,1,G
Leiosema,Timioderus,L972,L972,1,G
Leiosema,Timioderus,L269,L270,1,H
Leiosema,Timioderus,L41,L42,1,G
Leiosema,Timioderus,L523,L524,1,B
Leiosema,Timioderus,L672,L673,1,G
Leiosema,Timioderus,L690,L691,1,H
Leiosema,Timioderus,L264,L264,1,G
Leiosema,Timioderus,L464,L464,1,H
Leiosema,Timioderus,L820,L820,1,G
Aditrochus,Lelaps,L337,L337,1,G
Bootanomyia,Lelaps,L304,L304,1,H
Colotrechnus,Lelaps,L419,L419,1,G
Habritys,Lelaps,L46,L47,1,G
Lelaps,Netomocera,L340,L340,2,B G
Lelaps,Netomocera,L420,L420,1,G
Lelaps,Netomocera,L422,L422,2,B G
Lelaps,Netomocera,L925,L926,1,G
Lelaps,Netomocera,L450,L450,1,H
Lelaps,Netomocera,L47,L47,1,G
Lelaps,Netomocera,L920,L920,1,G
Lelaps,Netomocera,L926,L926,1,G
Lelaps,Ophelosia,L112,L112,1,G
Lelaps,Ormocerus,L500,L501,1,G
Lelaps,Perilampomyia,L421,L421,1,H
Lelaps,Plutothrix,L112,L713,1,H
Lelaps,Plutothrix,L46,L46,1,G
Lelaps,Solenura,L392,L392,1,H
Lelaps,Steffanolampus,L481,L481,1,G
Asaphes,Lelapsomorpha,L420,L420,1,G
Cyrtogaster,Lelapsomorpha,L553,L553,1,H
Lelapsomorpha,Ormyromorpha,L176,L177,1,G
Lelapsomorpha,Ormyromorpha,L18,L19,1,H
Lelapsomorpha,Ormyromorpha,L388,L389,1,B
Lelapsomorpha,Ormyromorpha,L650,L651,1,G
Lelapsomorpha,Ormyromorpha,L688,L689,1,G
Lelapsomorpha,Ormyromorpha,L709,L710,2,B G
Lelapsomorpha,Ormyromorpha,L838,L839,1,H
Lelapsomorpha,Ormyromorpha,L107,L107,1,H
Lelapsomorpha,Ormyromorpha,L111,L111,2,G H
Lelapsomorpha,Ormyromorpha,L131,L131,2,B G
Lelapsomorpha,Ormyromorpha,L200,L200,1,G
Lelapsomorpha,Ormyromorpha,L244,L244,1,H
Lelapsomorpha,Ormyromorpha,L269,L269,1,H
Lelapsomorpha,Ormyromorpha,L332,L332,2,B G
Lelapsomorpha,Ormyromorpha,L347,L347,1,H
Lelapsomorpha,Ormyromorpha,L348,L348,1,H
Lelapsomorpha,Ormyromorpha,L419,L419,1,H
Lelapsomorpha,Ormyromorpha,L421,L421,1,G
Lelapsomorpha,Ormyromorpha,L422,L422,1,G
Lelapsomorpha,Ormyromorpha,L440,L440,2,B G
Lelapsomorpha,Ormyromorpha,L595,L595,1,G
Lelapsomorpha,Ormyromorpha,L617,L617,1,H
Lelapsomorpha,Ormyromorpha,L650,L650,1,G
Lelapsomorpha,Ormyromorpha,L651,L651,1,B
Lelapsomorpha,Ormyromorpha,L710,L710,2,B G
Lelapsomorpha,Ormyromorpha,L730,L730,1,H
Lelapsomorpha,Ormyromorpha,L208,L209,1,H
Lelapsomorpha,Ormyromorpha,L419,L420,1,H
Lelapsomorpha,Ormyromorpha,L421,L422,1,G
Lelapsomorpha,Ormyromorpha,L362,L362,1,G
Acanthochalcis,Leptofoenus,L501,L501,1,G
Agamerion,Leptofoenus,L1000,L999,1,G
Brachymeria,Leptofoenus,L1035,L1035,1,G
Chrysomalla,Leptofoenus,L503,L504,2,G H
Chrysomalla,Leptofoenus,L503,L503,1,G
Chrysomalla,Leptofoenus,L504,L504,1,G
Glyphomerus,Leptofoenus,L551,L552,1,G
Grooca,Leptofoenus,L500,L501,1,G
Leptofoenus,Micradelus,L364,L365,1,G
Leptofoenus,Micradelus,L365,L365,1,G
Leptofoenus,Neapterolelaps,L338,L338,1,G
Leptofoenus,Neapterolelaps,L362,L362,1,G
Leptofoenus,Omphalodipara,L242,L242,1,G
Leptofoenus,Plutothrix,L500,L501,1,G
Leptofoenus,Proshizonotus,L768,L768,1,G
Leptofoenus,Psilochalcis,L399,L400,1,G
Cea,Liepara,L938,L938,1,G
Cleonymus,Liepara,L500,L501,1,H
Habritys,Liepara,L46,L47,1,G
Liepara,Neapterolelaps,L1045,L1046,1,A
Liepara,Neapterolelaps,L191,L192,1,G
Liepara,Neapterolelaps,L251,L252,2,A G
Liepara,Neapterolelaps,L256,L257,2,A G
Liepara,Neapterolelaps,L257,L258,2,A G
Liepara,Neapterolelaps,L258,L259,1,A
Liepara,Neapterolelaps,L282,L283,2,A G
Liepara,Neapterolelaps,L380,L381,1,A
Liepara,Neapterolelaps,L443,L444,1,A
Liepara,Neapterolelaps,L466,L468,1,G
Liepara,Neapterolelaps,L862,L863,1,A
Liepara,Neapterolelaps,L1005,L1005,2,A G
Liepara,Neapterolelaps,L1042,L1042,2,C D
Liepara,Neapterolelaps,L1045,L1045,2,C D
Liepara,Neapterolelaps,L180,L180,2,C D
Liepara,Neapterolelaps,L192,L192,2,C D
Liepara,Neapterolelaps,L227,L227,2,C D
Liepara,Neapterolelaps,L251,L251,2,C D
Liepara,Neapterolelaps,L257,L257,2,C D
Liepara,Neapterolelaps,L258,L258,2,C D
Liepara,Neapterolelaps,L380,L380,2,C D
Liepara,Neapterolelaps,L401,L401,2,C D
Liepara,Neapterolelaps,L443,L443,2,C D
Liepara,Neapterolelaps,L468,L468,2,C D
Liepara,Neapterolelaps,L548,L548,2,C D
Liepara,Neapterolelaps,L714,L714,1,G
Liepara,Neapterolelaps,L772,L772,2,C D
Liepara,Neapterolelaps,L862,L862,2,C D
Liepara,Neapterolelaps,L970,L970,2,C D
Liepara,Ormyromorpha,L388,L389,1,G
Liepara,Plutothrix,L46,L46,1,G
Grooca,Macroglenes,L243,L245,1,G
Grooca,Macroglenes,L245,L245,1,G
Macroglenes,Petipirene,L366,L367,1,G
Macroglenes,Petipirene,L370,L371,2,A G
Macroglenes,Petipirene,L371,L372,1,G
Macroglenes,Petipirene,L412,L413,1,H
Macroglenes,Petipirene,L565,L566,1,H
Macroglenes,Petipirene,L621,L622,1,G
Macroglenes,Petipirene,L19,L19,1,G
Macroglenes,Petipirene,L233,L233,1,H
Macroglenes,Petipirene,L234,L234,2,B G
Macroglenes,Petipirene,L359,L359,1,G
Macroglenes,Petipirene,L366,L366,1,G
Macroglenes,Petipirene,L371,L371,1,G
Macroglenes,Petipirene,L413,L413,1,H
Macroglenes,Petipirene,L481,L481,1,H
Macroglenes,Petipirene,L506,L506,1,G
Macroglenes,Petipirene,L565,L565,1,H
Macroglenes,Petipirene,L933,L933,2,B G
Macroglenes,Petipirene,L10,L11,1,G
Macroglenes,Petipirene,L239,L240,1,G
Macroglenes,Petipirene,L385,L387,1,G
Macroglenes,Petipirene,L168,L168,1,G
Macroglenes,Petipirene,L726,L726,1,G
Macroglenes,Watshamia,L692,L692,1,G
Macroglenes,Watshamia,L986,L986,2,B G
Macroglenes,Watshamia,L441,L442,1,H
Macroglenes,Watshamia,L795,L796,1,G
Macroglenes,Watshamia,L449,L449,1,G
Macroglenes,Watshamia,L796,L796,1,B
Agamerion,Macromesus,L571,L572,1,G
Clytina,Macromesus,L112,L713,1,G
Colotrechnus,Macromesus,L419,L420,1,G
Cyrtogaster,Macromesus,L399,L400,1,G
Diconocara,Macromesus,L951,L951,1,G
Epistenia,Macromesus,L423,L424,2,G H
Eusandalum,Macromesus,L420,L421,1,G
Grooca,Macromesus,L137,L139,1,G
Grooca,Macromesus,L420,L421,1,G
Habritys,Macromesus,L46,L47,1,H
Herbertia,Macromesus,L1009,L321,1,D
Herbertia,Macromesus,L1008,L321,1,D
Herbertia,Macromesus,L811,L812,2,D H
Herbertia,Macromesus,L810,L811,1,D
Herbertia,Macromesus,L321,L321,1,D
Herbertia,Macromesus,L811,L811,1,D
Lelaps,Macromesus,L112,L713,1,G
Macromesus,Marlattiella,L211,L212,2,C D
Macromesus,Marlattiella,L143,L143,2,C D
Macromesus,Marlattiella,L212,L212,2,C D
Macromesus,Marlattiella,L846,L846,2,C D
Macromesus,Marlattiella,L142,L143,1,G
Macromesus,Marlattiella,L212,L213,1,A
Macromesus,Marlattiella,L738,L739,1,A
Macromesus,Marlattiella,L993,L994,1,A
Macromesus,Marlattiella,L715,L715,1,D
Macromesus,Marlattiella,L738,L738,1,D
Macromesus,Marlattiella,L993,L993,1,G
Macromesus,Marlattiella,L636,L636,1,H
Macromesus,Myiocnema,L576,L577,1,G
Macromesus,Myiocnema,L2,L2,1,G
Macromesus,Neapterolelaps,L576,L576,1,G
Macromesus,Netomocera,L420,L421,1,G
Macromesus,Netomocera,L231,L231,1,G
Macromesus,Nodisoplata,L399,L400,1,G
Macromesus,Ormyromorpha,L241,L242,1,H
Macromesus,Ormyromorpha,L46,L47,1,H
Macromesus,Pentacladia,L242,L243,1,G
Macromesus,Pentacladia,L397,L397,1,G
Macromesus,Pentacladia,L432,L432,1,G
Macromesus,Spalangiopelta,L241,L241,1,H
Macromesus,Spalangiopelta,L242,L242,1,G
Macromesus,Spalangiopelta,L112,L112,1,G
Aiolomorphus,Macrorileya,L503,L504,1,G
Macrorileya,Plutothrix,L500,L501,1,G
Macrorileya,Rileya,L81,L81,1,G
Macrorileya,Systasis,L926,L926,1,G
Macrorileya,Tetramesa,L503,L504,1,G
Macrorileya,Tetramesa,L503,L503,1,G
Lelaps,Marietta,L112,L112,1,G
Marietta,Metapelma,L432,L432,1,G
Marietta,Monodontomerus,L595,L595,2,C D
Marietta,Proshizonotus,L938,L938,1,G
Marietta,Samariola,L921,L921,1,G
Marietta,Tanaostigmodes,L629,L629,1,H
Calymmochilus,Marlattiella,L18,L19,1,G
Calymmochilus,Marlattiella,L19,L19,1,G
Eutrichosomella,Marlattiella,L546,L546,1,G
Eutrichosomella,Marlattiella,L710,L710,1,H
Keirana,Marlattiella,L503,L504,1,H
Keirana,Marlattiella,L504,L504,1,G
Marietta,Marlattiella,L432,L432,1,G
Marlattiella,Steffanolampus,L503,L504,1,G
Marlattiella,Steffanolampus,L503,L503,1,H
Clytina,Masneroma,L1008,L321,1,G
Coruna,Masneroma,L359,L362,1,G
Cyrtogaster,Masneroma,L338,L339,1,H
Endobia,Masneroma,L1014,L1015,1,A
Endobia,Masneroma,L423,L424,1,H
Endobia,Masneroma,L462,L463,2,G H
Endobia,Masneroma,L571,L572,1,G
Endobia,Masneroma,L430,L430,1,G
Endobia,Masneroma,L477,L477,2,G H
Endobia,Masneroma,L482,L482,1,G
Endobia,Masneroma,L925,L925,1,G
Euryischomyia,Masneroma,L388,L389,1,G
Grooca,Masneroma,L500,L501,1,G
Lelaps,Masneroma,L421,L422,1,G
Masneroma,Systole,L423,L424,1,G
Masneroma,Systole,L614,L615,1,G
Masneroma,Systole,L745,L746,1,G
Masneroma,Systole,L795,L796,1,A
Masneroma,Systole,L187,L187,1,A
Masneroma,Systole,L663,L663,1,G
Masneroma,Systole,L925,L926,1,G
Masneroma,Tetramesa,L48,L48,1,G
Masneroma,Tetramesa,L554,L554,1,G
Masneroma,Tetramesa,L233,L234,1,G
Masneroma,Tetramesa,L679,L680,1,A
Masneroma,Tetramesa,L925,L926,1,G
Bortesia,Maudia,L926,L926,1,G
Chalcedectus,Maudia,L623,L624,1,D
Chalcedectus,Maudia,L624,L624,1,D
Grooca,Maudia,L49,L50,1,D
Grooca,Maudia,L50,L51,1,D
Grooca,Maudia,L925,L926,1,G
Maudia,Solenura,L392,L392,1,G
Maudia,Solenura,L50,L50,1,D
Afroneodipara,Mayridia,L265,L328,1,G
Aiolomorphus,Mayridia,L117,L899,1,G
Ditropinotella,Mayridia,L135,L434,1,H
Endobia,Mayridia,L265,L487,1,G
Eusemion,Mayridia,L767,L767,1,H
Mayridia,Ooencyrtus,L810,L811,1,G
Clytina,Megastigmus,L112,L713,1,G
Clytina,Megastigmus,L713,L713,1,G
Cynipencyrtus,Megastigmus,L501,L502,1,G
Euryischomyia,Megastigmus,L501,L502,1,G
Euryischomyia,Megastigmus,L502,L503,1,G
Habritys,Megastigmus,L363,L363,1,G
Megastigmus,Neomegastigmus,L1017,L1018,1,A
