genus1,genus2,locus1,locus2,overlap_count,overlap
Exolabrum,Tineobius,L951,L951,1,G
Exopristoides,Glyphomerus,L553,L553,1,H
Exopristoides,Glyphomerus,L607,L607,1,H
Exopristoides,Grooca,L925,L926,1,G
Exopristoides,Haltichella,L920,L920,1,G
Exopristoides,Ormocerus,L500,L501,1,G
Exopristoides,Ormocerus,L631,L631,1,G
Exopristoides,Paraeusandalum,L614,L614,1,H
Exopristoides,Plutothrix,L244,L244,1,H
Exopristoides,Polynema,L919,L919,2,C D
Exopristoides,Polynema,L51,L52,1,D
Exopristoides,Polynema,L52,L52,1,D
Exopristoides,Proshizonotus,L420,L420,1,H
Exopristoides,Proshizonotus,L938,L938,1,H
Exopristoides,Rileya,L909,L910,1,H
Exopristoides,Rileya,L909,L909,1,H
Exopristoides,Rivasia,L338,L338,1,B
Exopristoides,Rivasia,L502,L502,1,G
Exopristoides,Solenura,L111,L111,1,G
Exopristoides,Torymus,L565,L566,2,G H
Exopristoides,Torymus,L392,L392,1,G
Exopristoides,Torymus,L654,L654,1,G
Exopristoides,Torymus,L810,L811,1,G
Foersterella,Homoporus,L363,L363,1,G
Foersterella,Tetracampe,L154,L155,1,G
Foersterella,Tetracampe,L181,L183,1,G
Foersterella,Tetracampe,L315,L316,1,H
Foersterella,Tetracampe,L359,L362,1,H
Foersterella,Tetracampe,L561,L564,1,G
Foersterella,Tetracampe,L576,L577,1,H
Foersterella,Tetracampe,L586,L587,1,A
Foersterella,Tetracampe,L657,L658,1,A
Foersterella,Tetracampe,L745,L746,1,G
Foersterella,Tetracampe,L960,L962,1,A
Foersterella,Tetracampe,L232,L232,2,B G
Foersterella,Tetracampe,L316,L316,2,G H
Foersterella,Tetracampe,L576,L576,1,H
Foersterella,Tetracampe,L726,L726,2,B G
Foersterella,Tetracampe,L746,L746,1,G
Foersterella,Tetracampe,L896,L896,1,H
Foersterella,Tetracampe,L932,L932,1,H
Foersterella,Tetracampe,L685,L686,1,G
Euryischia,Gastrancistrus,L501,L502,1,G
Gastrancistrus,Premiscogaster,L106,L107,1,G
Gastrancistrus,Premiscogaster,L915,L917,1,G
Gastrancistrus,Premiscogaster,L916,L917,1,G
Gastrancistrus,Premiscogaster,L97,L98,1,A
Gastrancistrus,Premiscogaster,L112,L112,1,G
Gastrancistrus,Premiscogaster,L176,L176,2,B G
Gastrancistrus,Premiscogaster,L464,L464,2,B G
Gastrancistrus,Premiscogaster,L541,L541,1,G
Gastrancistrus,Premiscogaster,L776,L776,1,H
Gastrancistrus,Premiscogaster,L804,L804,1,G
Gastrancistrus,Premiscogaster,L899,L899,1,G
Gastrancistrus,Premiscogaster,L920,L920,1,G
Gastrancistrus,Premiscogaster,L952,L952,2,B G
Gastrancistrus,Premiscogaster,L960,L960,1,H
Gastrancistrus,Premiscogaster,L680,L681,1,G
Gastrancistrus,Premiscogaster,L829,L830,1,A
Gastrancistrus,Premiscogaster,L145,L145,1,G
Gastrancistrus,Premiscogaster,L478,L478,1,G
Gastrancistrus,Premiscogaster,L821,L821,1,G
Gastrancistrus,Yrka,L419,L420,1,G
Glyphomerus,Idarnotorymus,L173,L173,1,G
Glyphomerus,Microdontomerus,L337,L337,1,G
Glyphomerus,Microdontomerus,L338,L338,1,G
Glyphomerus,Monodontomerus,L831,L831,1,H
Glyphomerus,Odopoia,L339,L339,1,G
Glyphomerus,Odopoia,L768,L768,1,G
Glyphomerus,Oligosita,L118,L118,2,C D
Glyphomerus,Oligosita,L132,L132,2,C D
Glyphomerus,Oligosita,L454,L454,2,C D
Glyphomerus,Oligosita,L119,L120,1,H
Glyphomerus,Oligosita,L132,L133,1,D
Glyphomerus,Oligosita,L366,L367,1,G
Glyphomerus,Oligosita,L367,L368,1,A
Glyphomerus,Oligosita,L376,L377,1,G
Glyphomerus,Oligosita,L448,L449,1,D
Glyphomerus,Oligosita,L447,L448,1,D
Glyphomerus,Oligosita,L602,L603,1,A
Glyphomerus,Oligosita,L779,L780,1,D
Glyphomerus,Oligosita,L119,L119,1,H
Glyphomerus,Oligosita,L367,L367,1,D
Glyphomerus,Oligosita,L377,L377,1,G
Glyphomerus,Oligosita,L448,L448,1,D
Glyphomerus,Oligosita,L602,L602,1,D
Glyphomerus,Oligosita,L715,L715,1,H
Glyphomerus,Oligosita,L724,L724,1,D
Glyphomerus,Oligosita,L780,L780,1,D
Glyphomerus,Oligosita,L847,L847,1,D
Glyphomerus,Oligosita,L135,L135,1,D
Glyphomerus,Ormyromorpha,L500,L501,1,G
Glyphomerus,Palachia,L510,L511,1,G
Glyphomerus,Palachia,L510,L510,1,G
Glyphomerus,Palachia,L337,L337,1,G
Glyphomerus,Plutothrix,L500,L501,1,G
Glyphomerus,Propalachia,L241,L241,1,G
Glyphomerus,Propalachia,L482,L482,1,G
Glyphomerus,Propalachia,L929,L929,1,G
Glyphomerus,Stethynium,L759,L760,1,H
Glyphomerus,Torymus,L338,L339,1,G
Glyphomerus,Torymus,L618,L618,1,G
Australosema,Gollumiella,L423,L423,1,A
Gollumiella,Leiosema,L481,L481,1,G
Gollumiella,Orasema,L338,L339,1,B
Gollumiella,Orasema,L264,L264,1,G
Adontomerus,Grooca,L1011,L1012,1,G
Coruna,Grooca,L359,L362,1,H
Diconocara,Grooca,L229,L447,1,G
Grooca,Habritys,L46,L47,1,G
Grooca,Lanthanomyia,L47,L48,1,G
Grooca,Lanthanomyia,L158,L158,1,H
Grooca,Solenura,L1017,L1018,1,A
Grooca,Solenura,L1032,L1033,1,G
Grooca,Solenura,L232,L233,1,A
Grooca,Solenura,L261,L262,1,G
Grooca,Solenura,L32,L33,1,G
Grooca,Solenura,L422,L423,1,G
Grooca,Solenura,L436,L437,1,G
Grooca,Solenura,L452,L453,1,A
Grooca,Solenura,L59,L60,1,H
Grooca,Solenura,L719,L720,1,G
Grooca,Solenura,L72,L73,1,A
Grooca,Solenura,L779,L780,1,G
Grooca,Solenura,L784,L785,1,A
Grooca,Solenura,L854,L855,1,A
Grooca,Solenura,L1026,L1026,1,G
Grooca,Solenura,L1047,L1047,1,B
Grooca,Solenura,L187,L187,1,G
Grooca,Solenura,L20,L20,1,G
Grooca,Solenura,L233,L233,1,A
Grooca,Solenura,L24,L24,1,H
Grooca,Solenura,L259,L259,1,G
Grooca,Solenura,L25,L25,1,G
Grooca,Solenura,L261,L261,1,C
Grooca,Solenura,L262,L262,1,A
Grooca,Solenura,L285,L285,1,G
Grooca,Solenura,L303,L303,2,A G
Grooca,Solenura,L337,L337,1,G
Grooca,Solenura,L423,L423,1,G
Grooca,Solenura,L436,L436,1,G
Grooca,Solenura,L482,L482,1,C
Grooca,Solenura,L511,L511,1,G
Grooca,Solenura,L517,L517,1,G
Grooca,Solenura,L581,L581,1,C
Grooca,Solenura,L636,L636,1,C
Grooca,Solenura,L663,L663,1,G
Grooca,Solenura,L706,L706,1,A
Grooca,Solenura,L714,L714,1,C
Grooca,Solenura,L785,L785,1,A
Grooca,Solenura,L821,L821,1,A
Grooca,Solenura,L822,L822,1,G
Grooca,Solenura,L920,L920,1,G
Grooca,Solenura,L926,L926,1,G
Grooca,Solenura,L985,L985,2,C G
Grooca,Solenura,L987,L987,1,H
Grooca,Walkerella,L46,L47,1,G
Enoggera,Habritys,L756,L758,1,H
Habritys,Homoporus,L1021,L1022,2,G H
Habritys,Homoporus,L338,L339,1,H
Habritys,Homoporus,L363,L364,1,A
Habritys,Homoporus,L537,L539,1,A
Habritys,Homoporus,L925,L926,2,G H
Habritys,Homoporus,L1022,L1022,2,G H
Habritys,Homoporus,L346,L346,1,H
Habritys,Homoporus,L363,L363,1,G
Habritys,Homoporus,L369,L369,1,H
Habritys,Homoporus,L397,L397,1,G
Habritys,Homoporus,L617,L617,1,H
Habritys,Homoporus,L760,L760,1,G
Habritys,Homoporus,L90,L90,1,G
Habritys,Homoporus,L926,L926,1,G
Habritys,Homoporus,L212,L213,1,G
Habritys,Homoporus,L252,L253,1,G
Habritys,Homoporus,L253,L254,1,G
Habritys,Homoporus,L523,L524,1,A
Habritys,Homoporus,L1043,L1043,1,G
Habritys,Homoporus,L253,L253,1,G
Habritys,Homoporus,L38,L38,1,G
Habritys,Homoporus,L81,L81,1,G
Habritys,Pteromalus,L235,L236,1,G
Habritys,Pteromalus,L759,L760,1,H
Habritys,Pteromalus,L236,L236,1,G
Habritys,Pteromalus,L46,L46,1,G
Habritys,Pteromalus,L48,L48,1,H
Habritys,Pteromalus,L616,L616,1,H
Habritys,Pteromalus,L709,L709,1,B
Habritys,Pteromalus,L1021,L1022,1,G
Habritys,Pteromalus,L1021,L1021,1,G
Habritys,Pteromalus,L782,L782,1,H
Haltichella,Hockeria,L268,L269,1,G
Haltichella,Hockeria,L388,L389,1,G
Haltichella,Hockeria,L702,L703,1,H
Haltichella,Hockeria,L363,L363,1,G
Haltichella,Hockeria,L535,L535,2,G H
Haltichella,Hockeria,L546,L546,1,G
Haltichella,Hockeria,L59,L59,1,H
Haltichella,Hockeria,L702,L702,1,H
Haltichella,Hockeria,L710,L710,1,H
Haltichella,Hockeria,L861,L861,1,H
Haltichella,Hockeria,L893,L893,1,G
Haltichella,Hockeria,L905,L905,1,G
Haltichella,Hockeria,L931,L931,2,B G
Haltichella,Hockeria,L953,L953,1,H
Haltichella,Hockeria,L244,L245,1,H
Haltichella,Hockeria,L542,L544,1,H
Haltichella,Hockeria,L885,L886,1,G
Haltichella,Neochalcis,L420,L421,1,G
Haltichella,Neochalcis,L63,L64,1,G
Haltichella,Neochalcis,L105,L105,1,A
Haltichella,Neochalcis,L211,L211,1,G
Haltichella,Neochalcis,L22,L22,1,G
Haltichella,Neochalcis,L314,L314,1,H
Haltichella,Neochalcis,L338,L338,1,H
Haltichella,Neochalcis,L420,L420,1,A
Haltichella,Neochalcis,L460,L460,1,G
Haltichella,Neochalcis,L595,L595,1,G
Haltichella,Neochalcis,L63,L63,1,H
Haltichella,Neochalcis,L658,L658,1,G
Haltichella,Neochalcis,L662,L662,1,G
Haltichella,Neochalcis,L739,L739,1,H
Haltichella,Neochalcis,L741,L741,1,G
Haltichella,Neochalcis,L779,L779,1,G
Haltichella,Neochalcis,L967,L967,1,G
Haltichella,Waterstoniella,L5,L542,1,G
Coruna,Halticoptera,L420,L420,1,H
Dibrachys,Halticoptera,L455,L456,1,G
Habritys,Halticoptera,L46,L47,1,G
Halticoptera,Homoporus,L47,L48,1,G
Halticoptera,Merostenus,L500,L501,1,H
Halticoptera,Nodisoplata,L896,L896,1,G
Halticoptera,Nodisoplata,L421,L422,1,G
Halticoptera,Nodisoplata,L1024,L1024,1,G
Halticoptera,Nodisoplata,L369,L369,1,H
Halticoptera,Nodisoplata,L421,L421,1,G
Halticoptera,Nodisoplata,L422,L422,1,G
Halticoptera,Nodisoplata,L42,L42,1,G
Halticoptera,Nodisoplata,L504,L504,1,H
Halticoptera,Nodisoplata,L768,L768,1,G
Halticoptera,Nodisoplata,L194,L195,1,A
Halticoptera,Ormocerus,L502,L502,1,G
Halticoptera,Walkerella,L46,L47,1,G
Cephaleta,Heimbra,L938,L938,1,G
Coelocyba,Heimbra,L355,L355,1,H
Elatoides,Heimbra,L995,L995,1,G
Epitranus,Heimbra,L239,L240,1,G
Epitranus,Heimbra,L239,L239,1,G
Ericydnus,Heimbra,L111,L111,1,G
Euryischomyia,Heimbra,L500,L501,1,G
Euryischomyia,Heimbra,L500,L500,1,G
Heimbra,Krombeinius,L1042,L1042,1,A
Heimbra,Krombeinius,L119,L119,2,C D
Heimbra,Krombeinius,L553,L553,2,C D
Heimbra,Krombeinius,L591,L591,2,A G
Heimbra,Krombeinius,L724,L724,2,C D
Heimbra,Krombeinius,L798,L798,2,A B
Heimbra,Krombeinius,L119,L120,1,A
Heimbra,Lasiochalcidia,L239,L240,1,G
Heimbra,Nepistenia,L552,L552,1,G
Heimbra,Nepistenia,L710,L710,1,H
Heimbra,Odontofroggatia,L304,L304,1,G
Hemiptarsenus,Peckianus,L1047,L1048,2,A G
Hemiptarsenus,Peckianus,L212,L213,2,A G
Hemiptarsenus,Peckianus,L300,L301,2,A G
Hemiptarsenus,Peckianus,L493,L494,2,A G
Hemiptarsenus,Peckianus,L664,L665,2,A G
Hemiptarsenus,Peckianus,L912,L913,2,A G
Hemiptarsenus,Peckianus,L978,L980,2,A G
Hemiptarsenus,Peckianus,L1042,L1042,3,B G H
Hemiptarsenus,Peckianus,L1048,L1048,2,C D
Hemiptarsenus,Peckianus,L1049,L1049,2,C D
Hemiptarsenus,Peckianus,L141,L141,2,C D
Hemiptarsenus,Peckianus,L213,L213,2,A G
Hemiptarsenus,Peckianus,L248,L248,2,C D
Hemiptarsenus,Peckianus,L257,L257,2,C D
Hemiptarsenus,Peckianus,L283,L283,2,C D
Hemiptarsenus,Peckianus,L301,L301,2,C D
Hemiptarsenus,Peckianus,L435,L435,2,A G
Hemiptarsenus,Peckianus,L460,L460,1,G
Hemiptarsenus,Peckianus,L494,L494,2,C D
Hemiptarsenus,Peckianus,L534,L534,2,C D
Hemiptarsenus,Peckianus,L545,L545,2,B G
Hemiptarsenus,Peckianus,L673,L673,2,C D
Hemiptarsenus,Peckianus,L69,L69,2,A G
Hemiptarsenus,Peckianus,L777,L777,2,C D
Hemiptarsenus,Peckianus,L7,L7,2,C D
Hemiptarsenus,Peckianus,L846,L846,2,C D
Hemiptarsenus,Peckianus,L912,L912,2,C D
Hemiptarsenus,Peckianus,L980,L980,2,C D
Hemiptarsenus,Peckianus,L672,L673,2,A G
Hemiptarsenus,Peckianus,L212,L212,2,C D
Hemiptarsenus,Peckianus,L339,L339,2,C D
Hemiptarsenus,Peckianus,L1048,L1049,1,G
Hemiptarsenus,Peckianus,L173,L174,1,G
Hemiptarsenus,Peckianus,L211,L212,1,G
Hemiptarsenus,Peckianus,L251,L252,1,A
Hemiptarsenus,Peckianus,L257,L259,1,A
Hemiptarsenus,Peckianus,L30,L31,1,A
Hemiptarsenus,Peckianus,L450,L451,1,D
Hemiptarsenus,Peckianus,L646,L647,1,A
Hemiptarsenus,Peckianus,L653,L654,1,A
Hemiptarsenus,Peckianus,L652,L653,1,G
Hemiptarsenus,Peckianus,L79,L80,1,A
Hemiptarsenus,Peckianus,L846,L847,1,A
Hemiptarsenus,Peckianus,L852,L853,1,G
Hemiptarsenus,Peckianus,L855,L856,1,G
Hemiptarsenus,Peckianus,L174,L174,1,G
Hemiptarsenus,Peckianus,L221,L221,1,G
Hemiptarsenus,Peckianus,L251,L251,1,D
Hemiptarsenus,Peckianus,L289,L289,1,G
Hemiptarsenus,Peckianus,L30,L30,1,G
Hemiptarsenus,Peckianus,L377,L377,1,G
Hemiptarsenus,Peckianus,L450,L450,1,D
Hemiptarsenus,Peckianus,L605,L605,1,D
Hemiptarsenus,Peckianus,L736,L736,1,H
Hemiptarsenus,Peckianus,L79,L79,1,D
Hemiptarsenus,Peckianus,L853,L853,1,D
Hemiptarsenus,Peckianus,L232,L233,1,A
Hemiptarsenus,Peckianus,L257,L258,1,A
Hemiptarsenus,Peckianus,L338,L339,1,G
Hemiptarsenus,Peckianus,L232,L232,1,D
Hemiptarsenus,Peckianus,L653,L653,1,D
Hemiptarsenus,Peckianus,L978,L978,1,D
Hemiptarsenus,Pnigalio,L128,L129,1,H
Hemiptarsenus,Pnigalio,L244,L245,1,G
Hemiptarsenus,Pnigalio,L366,L367,1,D
Hemiptarsenus,Pnigalio,L368,L369,1,H
Hemiptarsenus,Pnigalio,L408,L409,1,H
Hemiptarsenus,Pnigalio,L505,L506,1,A
Hemiptarsenus,Pnigalio,L549,L550,1,H
Hemiptarsenus,Pnigalio,L590,L591,1,G
Hemiptarsenus,Pnigalio,L128,L128,1,H
Hemiptarsenus,Pnigalio,L131,L131,1,G
Hemiptarsenus,Pnigalio,L237,L237,1,G
Hemiptarsenus,Pnigalio,L24,L24,1,H
Hemiptarsenus,Pnigalio,L270,L270,2,B G
Hemiptarsenus,Pnigalio,L284,L284,1,G
Hemiptarsenus,Pnigalio,L285,L285,1,G
Hemiptarsenus,Pnigalio,L366,L366,1,D
Hemiptarsenus,Pnigalio,L369,L369,1,H
Hemiptarsenus,Pnigalio,L408,L408,1,H
Hemiptarsenus,Pnigalio,L444,L444,1,G
Hemiptarsenus,Pnigalio,L44,L44,1,G
Hemiptarsenus,Pnigalio,L477,L477,1,G
Hemiptarsenus,Pnigalio,L48,L48,1,G
Hemiptarsenus,Pnigalio,L502,L502,1,G
Hemiptarsenus,Pnigalio,L558,L558,2,A G
Hemiptarsenus,Pnigalio,L590,L590,1,G
Hemiptarsenus,Pnigalio,L621,L621,1,G
Hemiptarsenus,Pnigalio,L682,L682,1,H
Hemiptarsenus,Pnigalio,L740,L740,1,H
Hemiptarsenus,Pnigalio,L741,L741,1,G
Hemiptarsenus,Pnigalio,L74,L74,2,B G
Hemiptarsenus,Pnigalio,L820,L820,1,H
Hemiptarsenus,Pnigalio,L821,L821,2,B G
Hemiptarsenus,Pnigalio,L502,L503,1,A
Hemiptarsenus,Pnigalio,L580,L581,1,G
Hemiptarsenus,Pnigalio,L112,L112,1,D
Hemiptarsenus,Pnigalio,L315,L315,1,H
Hemiptarsenus,Pnigalio,L34,L34,1,D
Hemiptarsenus,Pnigalio,L462,L462,1,G
Hemiptarsenus,Pnigalio,L554,L554,1,G
Hemiptarsenus,Pnigalio,L581,L581,1,B
Hemiptarsenus,Pnigalio,L684,L684,1,G
Hemiptarsenus,Pnigalio,L825,L825,1,B
Hemiptarsenus,Sympiesis,L219,L220,1,G
Hemiptarsenus,Sympiesis,L268,L269,1,H
Hemiptarsenus,Sympiesis,L269,L270,1,G
Hemiptarsenus,Sympiesis,L284,L285,1,G
Hemiptarsenus,Sympiesis,L39,L40,1,G
Hemiptarsenus,Sympiesis,L445,L446,1,G
Hemiptarsenus,Sympiesis,L545,L546,1,G
Hemiptarsenus,Sympiesis,L551,L552,1,H
Hemiptarsenus,Sympiesis,L70,L71,1,G
Hemiptarsenus,Sympiesis,L40,L40,1,G
Hemiptarsenus,Sympiesis,L710,L710,1,G
Hemiptarsenus,Sympiesis,L1019,L1020,1,G
Hemiptarsenus,Sympiesis,L310,L311,1,G
Hemiptarsenus,Sympiesis,L502,L503,1,H
Hemiptarsenus,Sympiesis,L567,L568,1,A
Hemiptarsenus,Sympiesis,L73,L74,1,G
Hemiptarsenus,Sympiesis,L105,L105,1,B
Hemiptarsenus,Sympiesis,L502,L502,1,H
Hemiptarsenus,Sympiesis,L709,L709,1,G
Hemiptarsenus,Sympiesis,L741,L741,1,B
Hemiptarsenus,Sympiesis,L896,L896,1,H
Hemiptarsenus,Sympiesis,L955,L955,1,B
Hemiptarsenus,Sympiesis,L987,L987,1,H
Cephaleta,Herbertia,L811,L812,1,D
Cephaleta,Herbertia,L812,L812,1,D
Herbertia,Ogloblinisca,L5,L5,1,H
Herbertia,Ormyromorpha,L500,L501,1,G
Adontomerus,Hetreulophus,L1,L1,1,G
Coelocyba,Hetreulophus,L47,L48,1,G
Coelocyba,Hetreulophus,L500,L501,1,G
Cyrtogaster,Hetreulophus,L502,L503,1,G
Cyrtogaster,Hetreulophus,L112,L713,1,G
Grooca,Hetreulophus,L925,L926,1,G
Habritys,Hetreulophus,L46,L47,1,G
Hetreulophus,Microdontomerus,L500,L501,1,A
Hetreulophus,Neapterolelaps,L432,L432,1,G
Hetreulophus,Neapterolelaps,L359,L359,1,G
Hetreulophus,Ogloblinisca,L1006,L1006,1,G
Hetreulophus,Ogloblinisca,L920,L920,1,G
Hetreulophus,Omphalodipara,L253,L254,1,G
Hetreulophus,Omphalodipara,L271,L272,1,A
Hetreulophus,Omphalodipara,L547,L548,1,A
Hetreulophus,Omphalodipara,L556,L557,1,H
Hetreulophus,Omphalodipara,L104,L104,1,G
Hetreulophus,Omphalodipara,L187,L187,1,G
Hetreulophus,Omphalodipara,L200,L200,1,G
Hetreulophus,Omphalodipara,L244,L244,1,H
Hetreulophus,Omphalodipara,L245,L245,1,G
Hetreulophus,Omphalodipara,L339,L339,1,B
Hetreulophus,Omphalodipara,L403,L403,1,G
Hetreulophus,Omphalodipara,L479,L479,2,A G
Hetreulophus,Omphalodipara,L482,L482,2,C D
Hetreulophus,Omphalodipara,L557,L557,1,H
Hetreulophus,Omphalodipara,L678,L678,1,G
Hetreulophus,Omphalodipara,L760,L760,1,G
Hetreulophus,Omphalodipara,L768,L768,1,A
Hetreulophus,Omphalodipara,L785,L785,1,G
Hetreulophus,Omphalodipara,L802,L802,1,G
Hetreulophus,Omphalodipara,L818,L818,1,B
Hetreulophus,Omphalodipara,L1023,L1024,1,H
Hetreulophus,Omphalodipara,L142,L143,1,G
Hetreulophus,Omphalodipara,L172,L173,1,G
Hetreulophus,Omphalodipara,L896,L897,1,A
Hetreulophus,Ormyromorpha,L46,L47,1,G
Hetreulophus,Plutothrix,L500,L501,1,G
Hetreulophus,Zeala,L222,L223,1,G
Hetreulophus,Zeala,L232,L233,1,G
Hetreulophus,Zeala,L443,L444,1,G
Hetreulophus,Zeala,L474,L475,1,A
Hetreulophus,Zeala,L551,L552,1,H
Hetreulophus,Zeala,L566,L567,2,G H
Hetreulophus,Zeala,L76,L77,1,G
Hetreulophus,Zeala,L855,L856,1,G
Hetreulophus,Zeala,L1015,L1015,1,G
Hetreulophus,Zeala,L134,L134,2,B G
Hetreulophus,Zeala,L264,L264,1,G
Hetreulophus,Zeala,L284,L284,1,G
Hetreulophus,Zeala,L321,L321,1,H
Hetreulophus,Zeala,L372,L372,1,G
Hetreulophus,Zeala,L434,L434,1,G
Hetreulophus,Zeala,L475,L475,2,A G
Hetreulophus,Zeala,L529,L529,1,B
Hetreulophus,Zeala,L753,L753,1,G
Hetreulophus,Zeala,L806,L806,1,B
Hetreulophus,Zeala,L821,L821,1,G
Hetreulophus,Zeala,L855,L855,1,H
Hetreulophus,Zeala,L937,L937,1,G
Hetreulophus,Zeala,L939,L939,1,G
Hetreulophus,Zeala,L142,L143,1,G
Hetreulophus,Zeala,L259,L260,1,G
Hetreulophus,Zeala,L355,L356,1,G
Hetreulophus,Zeala,L368,L369,1,G
Hetreulophus,Zeala,L503,L504,1,A
Hetreulophus,Zeala,L784,L785,1,G
Hetreulophus,Zeala,L805,L806,1,G
Hetreulophus,Zeala,L811,L812,1,G
Hetreulophus,Zeala,L80,L81,1,G
Hetreulophus,Zeala,L820,L821,1,G
Hetreulophus,Zeala,L848,L849,1,A
Hetreulophus,Zeala,L870,L871,1,G
Hetreulophus,Zeala,L928,L929,1,G
Hetreulophus,Zeala,L1006,L1006,1,G
Eunotus,Hexacladia,L477,L482,1,G
Hexacladia,Keirana,L36,L482,1,B
Hexacladia,Systole,L857,L858,1,G
Australeunotus,Heydenia,L362,L362,1,G
Callocleonymus,Heydenia,L480,L481,1,G
Grooca,Heydenia,L925,L926,1,G
Grooca,Heydenia,L768,L768,1,G
Habritys,Heydenia,L46,L47,1,G
Heydenia,Ogloblinisca,L500,L501,1,G
Heydenia,Philomides,L241,L241,1,H
Heydenia,Proshizonotus,L112,L112,1,G
Heydenia,Solenura,L13,L13,1,H
Heydenia,Solenura,L627,L627,1,G
Heydenia,Walkerella,L46,L47,1,G
Heydenia,Zeala,L502,L502,1,G
Hockeria,Neochalcis,L547,L548,2,A G
Hockeria,Neochalcis,L63,L64,2,G H
Hockeria,Neochalcis,L690,L691,1,G
Hockeria,Neochalcis,L1022,L1022,2,G H
Hockeria,Neochalcis,L100,L102,1,G
Hockeria,Neochalcis,L152,L153,1,G
Hockeria,Neochalcis,L153,L154,1,G
Hockeria,Neochalcis,L164,L165,1,G
Hockeria,Neochalcis,L175,L176,1,H
Hockeria,Neochalcis,L176,L177,1,H
Hockeria,Neochalcis,L199,L200,2,G H
Hockeria,Neochalcis,L23,L24,1,G
Hockeria,Neochalcis,L259,L261,1,H
Hockeria,Neochalcis,L317,L319,1,H
Hockeria,Neochalcis,L34,L35,1,H
Hockeria,Neochalcis,L386,L387,1,G
Hockeria,Neochalcis,L421,L422,2,B G
Hockeria,Neochalcis,L511,L512,1,G
Hockeria,Neochalcis,L518,L519,2,G H
Hockeria,Neochalcis,L565,L566,1,H
Hockeria,Neochalcis,L566,L567,1,H
Hockeria,Neochalcis,L578,L579,1,H
Hockeria,Neochalcis,L608,L609,2,G H
Hockeria,Neochalcis,L647,L648,1,H
Hockeria,Neochalcis,L664,L665,1,H
Hockeria,Neochalcis,L704,L705,2,G H
Hockeria,Neochalcis,L719,L720,1,G
Hockeria,Neochalcis,L72,L73,2,D G
Hockeria,Neochalcis,L747,L748,1,H
Hockeria,Neochalcis,L772,L774,1,G
Hockeria,Neochalcis,L790,L791,2,G H
Hockeria,Neochalcis,L79,L81,1,G
Hockeria,Neochalcis,L824,L825,1,G
Hockeria,Neochalcis,L828,L830,1,G
Hockeria,Neochalcis,L830,L831,1,G
Hockeria,Neochalcis,L839,L840,1,H
Hockeria,Neochalcis,L946,L947,1,G
Hockeria,Neochalcis,L956,L957,1,H
Hockeria,Neochalcis,L971,L972,1,H
Hockeria,Neochalcis,L97,L98,1,H
Hockeria,Neochalcis,L112,L112,1,G
Hockeria,Neochalcis,L176,L176,1,H
Hockeria,Neochalcis,L237,L237,1,G
Hockeria,Neochalcis,L240,L240,1,G
Hockeria,Neochalcis,L261,L261,1,H
Hockeria,Neochalcis,L265,L265,2,G H
Hockeria,Neochalcis,L290,L290,1,H
Hockeria,Neochalcis,L387,L387,1,G
Hockeria,Neochalcis,L392,L392,1,G
Hockeria,Neochalcis,L395,L395,1,G
Hockeria,Neochalcis,L413,L413,1,G
Hockeria,Neochalcis,L422,L422,1,G
Hockeria,Neochalcis,L425,L425,1,G
Hockeria,Neochalcis,L455,L455,1,G
Hockeria,Neochalcis,L463,L463,1,G
Hockeria,Neochalcis,L483,L483,1,H
Hockeria,Neochalcis,L48,L48,1,G
Hockeria,Neochalcis,L512,L512,1,G
Hockeria,Neochalcis,L535,L535,1,H
Hockeria,Neochalcis,L608,L608,2,G H
Hockeria,Neochalcis,L627,L627,1,H
Hockeria,Neochalcis,L665,L665,1,H
Hockeria,Neochalcis,L691,L691,1,G
Hockeria,Neochalcis,L704,L704,1,H
Hockeria,Neochalcis,L705,L705,1,G
Hockeria,Neochalcis,L713,L713,1,G
Hockeria,Neochalcis,L72,L72,1,G
Hockeria,Neochalcis,L73,L73,1,D
Hockeria,Neochalcis,L747,L747,1,H
Hockeria,Neochalcis,L768,L768,1,G
Hockeria,Neochalcis,L79,L79,1,G
Hockeria,Neochalcis,L905,L905,1,H
Hockeria,Neochalcis,L920,L920,2,G H
Hockeria,Neochalcis,L948,L948,1,H
Hockeria,Neochalcis,L957,L957,1,H
Hockeria,Orasema,L576,L577,1,G
Hockeria,Orasema,L992,L993,1,D
Hockeria,Orasema,L993,L994,1,D
Hockeria,Orasema,L576,L576,1,G
Hockeria,Orasema,L993,L993,1,D
Enoggera,Homoporus,L756,L758,1,H
Homoporus,Pteromalus,L47,L48,2,G H
Homoporus,Pteromalus,L759,L760,1,H
Homoporus,Pteromalus,L1007,L1007,1,D
Homoporus,Pteromalus,L378,L378,1,B
Homoporus,Pteromalus,L455,L455,1,H
Homoporus,Pteromalus,L456,L456,1,G
Homoporus,Pteromalus,L47,L47,2,G H
Homoporus,Pteromalus,L48,L48,1,G
Homoporus,Pteromalus,L568,L568,1,G
Homoporus,Pteromalus,L83,L83,1,D
Homoporus,Pteromalus,L1042,L1043,1,G
Homoporus,Pteromalus,L973,L974,1,G
Homoporus,Pteromalus,L239,L239,1,H
Homoporus,Pteromalus,L241,L241,1,H
Homoporus,Pteromalus,L364,L364,1,G
Homoporus,Pteromalus,L581,L581,1,H
Coccophagus,Idarnes,L224,L225,1,G
Euperilampus,Idarnes,L759,L760,1,H
